Customer Name,Address,Product Code,Product Name,Invoice Date,Quantity,Qty (Pcs),Price,Gross Amount,DPP,Tax,Net Amount
A MART,DEPAN RSUD MERAUKE,NICE-011,NICE FKILO 700G,2024-01-03,1.0.0,20.0,534545.5,534545.5,534545.5,58800.01,593346.0
A MART,DEPAN RSUD MERAUKE,NICE-011,NICE FKILO 700G,2024-01-29,1.0.0,20.0,534545.5,534545.5,526527.32,57918.0,584445.0
A MART,DEPAN RSUD MERAUKE,NICE-011,NICE FKILO 700G,2024-02-26,1.0.0,20.0,534545.5,534545.5,534545.5,58800.01,593346.0
A MART,DEPAN RSUD MERAUKE,NICE-016,NICE FSP 180S GT,2024-01-29,2.0.0,120.0,337090.9,674181.8,674181.8,74160.0,748342.0
A MART,DEPAN RSUD MERAUKE,NICE-016,NICE FSP 180S GT,2024-02-13,1.0.0,60.0,337090.9,337090.9,337090.9,37080.0,374171.0
A MART,DEPAN RSUD MERAUKE,NICE-025,NICE FSP 250S GT NEW,2024-01-15,1.0.0,36.0,274909.1,274909.1,274909.1,30240.0,305149.0
A MART,DEPAN RSUD MERAUKE,NICE-025,NICE FSP 250S GT NEW,2024-01-29,2.0.0,72.0,274909.1,549818.2,549818.2,60480.0,610298.0
A MART,DEPAN RSUD MERAUKE,NICE-025,NICE FSP 250S GT NEW,2024-02-26,3.0.0,108.0,274909.1,824727.3,824727.3,90720.0,915447.0
A MART,DEPAN RSUD MERAUKE,NICE-025,NICE FSP 250S GT NEW,2024-03-23,1.0.0,36.0,274909.1,274909.1,274909.1,30240.0,305149.0
A MART,DEPAN RSUD MERAUKE,NICE-028,Nice Living Facial Kiloan 2000 Helai GT,2024-01-03,1.0.0,20.0,718729.7,718729.7,718729.7,79060.27,797790.0
A MART,DEPAN RSUD MERAUKE,NICE-028,Nice Living Facial Kiloan 2000 Helai GT,2024-02-12,1.0.0,20.0,718729.7,718729.7,718729.7,79060.27,797790.0
A MART,DEPAN RSUD MERAUKE,NICE-4375,NICE LIVING FSP 360 HELAI GT,2024-03-23,1.0.0,60.0,337090.9,337090.9,337090.9,37080.0,374171.0
A MART,DEPAN RSUD MERAUKE,PASEO-020,PASEO SMRT FHSTD NPERF 6P 12S,2024-01-15,1.0.0,40.0,169425.5,169425.5,169425.5,18636.81,188062.0
A MART,DEPAN RSUD MERAUKE,PASEO-032,PASEO ELG TWLR WHT TIPTOTIP 3R 70S,2024-01-29,1.0.0,6.0,148772.73,148772.73,148772.73,16365.0,165138.0
A MART,DEPAN RSUD MERAUKE,PASEO-036,PASEO SMRT FTP 50S GT,2024-01-15,1.0.0,80.0,148000.0,148000.0,148000.0,16280.0,164280.0
A MART,DEPAN RSUD MERAUKE,PASEO-036,PASEO SMRT FTP 50S GT,2024-03-23,1.0.0,80.0,148000.0,148000.0,148000.0,16280.0,164280.0
A MART,DEPAN RSUD MERAUKE,PASEO-037,PASEO PRSO FSP 130S,2024-01-15,1.0.0,40.0,572218.2,572218.2,572218.2,62944.0,635162.0
A MART,DEPAN RSUD MERAUKE,PASEO-037,PASEO PRSO FSP 130S,2024-02-26,1.0.0,40.0,572218.2,572218.2,572218.2,62944.0,635162.0
A MART,DEPAN RSUD MERAUKE,PASEO-039,PASEO B WIPES GAZETTE 50S B1 G1,2024-01-29,1.0.0,18.0,162162.2,162162.2,162162.2,17837.84,180000.0
A MART,DEPAN RSUD MERAUKE,PASEO-039,PASEO B WIPES GAZETTE 50S B1 G1,2024-03-23,1.0.0,18.0,162162.2,162162.2,162162.2,17837.84,180000.0
A MART,DEPAN RSUD MERAUKE,PASEO-052,PASEO B WIPES GAZETTE JOJOBA 50S B1 G1,2024-01-15,1.0.0,18.0,162162.2,162162.2,162162.2,17837.84,180000.0
A MART,DEPAN RSUD MERAUKE,PASEO-052,PASEO B WIPES GAZETTE JOJOBA 50S B1 G1,2024-03-23,1.0.0,18.0,162162.2,162162.2,162162.2,17837.84,180000.0
A MART,DEPAN RSUD MERAUKE,PASEO-054,PASEO AB WET WIPES GAZETTE 50S,2024-01-03,2.0.0,36.0,126000.0,252000.0,252000.0,27720.0,279720.0
A MART,DEPAN RSUD MERAUKE,PASEO-054,PASEO AB WET WIPES GAZETTE 50S,2024-02-12,1.0.0,18.0,126000.0,126000.0,126000.0,13860.0,139860.0
A MART,DEPAN RSUD MERAUKE,PASEO-066,PASEO COOKING TWL CA 2R 70S,2024-01-29,1.0.0,20.0,378162.2,378162.2,378162.2,41597.84,419760.0
A MART,DEPAN RSUD MERAUKE,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-02-26,3.0.0,144.0,439418.2,1318254.6,1318254.6,145008.01,1463263.0
A MART,DEPAN RSUD MERAUKE,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-03-23,1.0.0,48.0,439418.2,439418.2,439418.2,48336.0,487754.0
A MART,DEPAN RSUD MERAUKE,Paseo-053.,PASEO AB WET WIPES GAZETTE 25S B1 G1 1100,2024-01-15,1.0.0,18.0,126000.0,126000.0,126000.0,13860.0,139860.0
A MART,DEPAN RSUD MERAUKE,Paseo-053.,PASEO AB WET WIPES GAZETTE 25S B1 G1 1100,2024-03-23,1.0.0,18.0,126000.0,126000.0,126000.0,13860.0,139860.0
ABDUL RAHMAN / NAKES,JL DOREMKAI,NICE-013,NICE FTP 60S,2024-02-29,3.0.0,288.0,288349.09,865047.27,865047.27,95155.2,960202.0
ABDUL RAHMAN / NAKES,JL DOREMKAI,PASEO-006,PASEO ELG FSP 250S,2024-02-29,5.0.0,200.0,579600.0,2898000.0,2898000.0,318780.0,3216780.0
ABDUL RAHMAN / NAKES,JL DOREMKAI,PASEO-036,PASEO SMRT FTP 50S GT,2024-02-29,5.0.0,400.0,148000.0,740000.0,740000.0,81400.0,821400.0
ABDUL RASYID MAJID (KIOS SUMBER MAS,JL.. MAYIR WIRATNO,NICE-028,Nice Living Facial Kiloan 2000 Helai GT,2024-02-21,3.0.0,60.0,718729.7,2156189.1,2156189.1,237180.8,2393370.0
ABDUL RASYID MAJID (KIOS SUMBER MAS,JL.. MAYIR WIRATNO,PASEO-039,PASEO B WIPES GAZETTE 50S B1 G1,2024-03-06,10.0.0,180.0,162162.2,1621622.0,1621622.0,178378.42,1800000.0
ABDUL RASYID MAJID (KIOS SUMBER MAS,JL.. MAYIR WIRATNO,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-01-18,20.0.0,960.0,439418.2,8788364.0,8788364.0,966720.04,9755084.0
ABDUL RASYID MAJID (KIOS SUMBER MAS,JL.. MAYIR WIRATNO,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-02-21,10.0.0,480.0,439418.2,4394182.0,4394182.0,483360.02,4877542.0
ABDUL RASYID MAJID (KIOS SUMBER MAS,JL.. MAYIR WIRATNO,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-03-21,20.0.0,960.0,439418.2,8788364.0,8788364.0,966720.04,9755084.0
ABEL,MERAUKE,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-01-17,1.0.0,48.0,439418.2,439418.2,439418.2,48336.0,487754.0
ACING (SUHARDI),JL. NATUNA RT.007 RW.002,NICE-028,Nice Living Facial Kiloan 2000 Helai GT,2024-03-07,2.0.0,40.0,718729.7,1437459.4,1437459.4,158120.53,1595580.0
ACING (SUHARDI),JL. NATUNA RT.007 RW.002,NICE-028,Nice Living Facial Kiloan 2000 Helai GT,2024-03-21,5.0.0,100.0,718729.7,3593648.5,3593648.5,395301.34,3988950.0
ACING (SUHARDI),JL. NATUNA RT.007 RW.002,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-01-15,2.0.0,96.0,439418.2,878836.4,878836.4,96672.0,975508.0
ACING (SUHARDI),JL. NATUNA RT.007 RW.002,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-02-15,7.0.0,336.0,439418.2,3075927.4,3075927.4,338352.01,3414279.0
ACING (SUHARDI),JL. NATUNA RT.007 RW.002,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-03-07,5.0.0,240.0,439418.2,2197091.0,2197091.0,241680.01,2438771.0
ACING (SUHARDI),JL. NATUNA RT.007 RW.002,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-03-21,5.0.0,240.0,439418.2,2197091.0,2197091.0,241680.01,2438771.0
ACING (SUHARDI),JL. NATUNA RT.007 RW.002,Paseo-053.,PASEO AB WET WIPES GAZETTE 25S B1 G1 1100,2024-02-15,1.0.0,18.0,126000.0,126000.0,126000.0,13860.0,139860.0
ADHAN,JL. BRAWIJAYA,JOLLY-011,JOLLY FKILO 560G,2024-02-19,1.0.0,30.0,428378.4,428378.4,428378.4,47121.62,475500.0
ADHAN,JL. BRAWIJAYA,JOLLY-011,JOLLY FKILO 560G,2024-03-18,1.0.0,30.0,428378.4,428378.4,428378.4,47121.62,475500.0
ADHAN,JL. BRAWIJAYA,JOLLY-018,JOLLY FPU 90G 10P MP,2024-03-18,0.0.0,0.0,235017.6,0.0,0.0,0.0,0.0
ADHAN,JL. BRAWIJAYA,NICE-016,NICE FSP 180S GT,2024-01-10,4.0.0,240.0,337090.9,1348363.6,1348363.6,148320.0,1496684.0
ADHAN,JL. BRAWIJAYA,NICE-016,NICE FSP 180S GT,2024-01-22,4.0.0,240.0,337090.9,1348363.6,1348363.6,148320.0,1496684.0
ADHAN,JL. BRAWIJAYA,NICE-016,NICE FSP 180S GT,2024-02-09,2.0.0,120.0,337090.9,674181.8,674181.8,74160.0,748342.0
ADHAN,JL. BRAWIJAYA,NICE-016,NICE FSP 180S GT,2024-02-27,3.0.0,180.0,337090.9,1011272.7,1011272.7,111240.0,1122513.0
ADHAN,JL. BRAWIJAYA,NICE-020,NICE TCORE NE 1R 238S GT,2024-01-02,2.0.0,240.0,388909.1,777818.2,777818.2,85560.0,863378.0
ADHAN,JL. BRAWIJAYA,NICE-025,NICE FSP 250S GT NEW,2024-01-12,4.0.0,144.0,274909.1,1099636.4,1099636.4,120960.0,1220596.0
ADHAN,JL. BRAWIJAYA,NICE-025,NICE FSP 250S GT NEW,2024-01-22,4.0.0,144.0,274909.1,1099636.4,1099636.4,120960.0,1220596.0
ADHAN,JL. BRAWIJAYA,NICE-025,NICE FSP 250S GT NEW,2024-02-09,3.0.0,108.0,274909.1,824727.3,824727.3,90720.0,915447.0
ADHAN,JL. BRAWIJAYA,NICE-025,NICE FSP 250S GT NEW,2024-02-19,4.0.0,144.0,274909.1,1099636.4,1099636.4,120960.0,1220596.0
ADHAN,JL. BRAWIJAYA,NICE-025,NICE FSP 250S GT NEW,2024-02-27,3.0.0,108.0,274909.1,824727.3,824727.3,90720.0,915447.0
ADHAN,JL. BRAWIJAYA,NICE-025,NICE FSP 250S GT NEW,2024-03-18,3.0.0,108.0,274909.1,824727.3,824727.3,90720.0,915447.0
ADHAN,JL. BRAWIJAYA,NICE-025,NICE FSP 250S GT NEW,2024-03-25,2.0.0,72.0,274909.1,549818.2,549818.2,60480.0,610298.0
ADHAN,JL. BRAWIJAYA,NICE-028,Nice Living Facial Kiloan 2000 Helai GT,2024-01-17,2.0.0,40.0,718729.7,1437459.4,1437459.4,158120.53,1595580.0
ADHAN,JL. BRAWIJAYA,NICE-028,Nice Living Facial Kiloan 2000 Helai GT,2024-03-18,1.0.0,20.0,718729.7,718729.7,718729.7,79060.27,797790.0
ADHAN,JL. BRAWIJAYA,NICE-4375,NICE LIVING FSP 360 HELAI GT,2024-03-18,2.0.0,120.0,337090.9,674181.8,674181.8,74160.0,748342.0
ADHAN,JL. BRAWIJAYA,NICE-4375,NICE LIVING FSP 360 HELAI GT,2024-03-25,2.0.0,120.0,337090.9,674181.8,674181.8,74160.0,748342.0
ADHAN,JL. BRAWIJAYA,PASEO-009,PASEO CHR FTP 70S,2024-01-29,1.0.0,48.0,200727.3,200727.3,200727.3,22080.0,222807.0
ADHAN,JL. BRAWIJAYA,PASEO-009,PASEO CHR FTP 70S,2024-02-09,2.0.0,96.0,200727.3,401454.6,401454.6,44160.01,445615.0
ADHAN,JL. BRAWIJAYA,PASEO-020,PASEO SMRT FHSTD NPERF 6P 12S,2024-01-17,2.0.0,80.0,169425.5,338851.0,338851.0,37273.61,376125.0
ADHAN,JL. BRAWIJAYA,PASEO-020,PASEO SMRT FHSTD NPERF 6P 12S,2024-01-22,1.0.0,40.0,169425.5,169425.5,169425.5,18636.81,188062.0
ADHAN,JL. BRAWIJAYA,PASEO-020,PASEO SMRT FHSTD NPERF 6P 12S,2024-02-09,1.0.0,40.0,169425.5,169425.5,169425.5,18636.81,188062.0
ADHAN,JL. BRAWIJAYA,PASEO-020,PASEO SMRT FHSTD NPERF 6P 12S,2024-03-25,1.0.0,40.0,169425.5,169425.5,169425.5,18636.81,188062.0
ADHAN,JL. BRAWIJAYA,PASEO-031,PASEO SMRT FHSTD PERF 6P 12S,2024-01-02,2.0.0,80.0,166400.0,332800.0,332800.0,36608.0,369408.0
ADHAN,JL. BRAWIJAYA,PASEO-031,PASEO SMRT FHSTD PERF 6P 12S,2024-01-09,1.0.0,40.0,166400.0,166400.0,166400.0,18304.0,184704.0
ADHAN,JL. BRAWIJAYA,PASEO-031,PASEO SMRT FHSTD PERF 6P 12S,2024-02-19,2.0.0,80.0,166400.0,332800.0,332800.0,36608.0,369408.0
ADHAN,JL. BRAWIJAYA,PASEO-031,PASEO SMRT FHSTD PERF 6P 12S,2024-02-27,1.0.0,40.0,166400.0,166400.0,166400.0,18304.0,184704.0
ADHAN,JL. BRAWIJAYA,PASEO-035,PASEO ELG TWLR WHT TIPTOTIP 1R 70S,2024-03-25,1.0.0,18.0,189327.27,189327.27,189327.27,20826.0,210153.0
ADHAN,JL. BRAWIJAYA,PASEO-036,PASEO SMRT FTP 50S GT,2024-01-09,1.0.0,80.0,148000.0,148000.0,148000.0,16280.0,164280.0
ADHAN,JL. BRAWIJAYA,PASEO-036,PASEO SMRT FTP 50S GT,2024-01-17,2.0.0,160.0,148000.0,296000.0,296000.0,32560.0,328560.0
ADHAN,JL. BRAWIJAYA,PASEO-036,PASEO SMRT FTP 50S GT,2024-02-09,2.0.0,160.0,148000.0,296000.0,296000.0,32560.0,328560.0
ADHAN,JL. BRAWIJAYA,PASEO-036,PASEO SMRT FTP 50S GT,2024-02-19,2.0.0,160.0,148000.0,296000.0,296000.0,32560.0,328560.0
ADHAN,JL. BRAWIJAYA,PASEO-036,PASEO SMRT FTP 50S GT,2024-02-27,1.0.0,80.0,148000.0,148000.0,148000.0,16280.0,164280.0
ADHAN,JL. BRAWIJAYA,PASEO-036,PASEO SMRT FTP 50S GT,2024-03-05,2.0.0,160.0,148000.0,296000.0,296000.0,32560.0,328560.0
ADHAN,JL. BRAWIJAYA,PASEO-036,PASEO SMRT FTP 50S GT,2024-03-25,2.0.0,160.0,148000.0,296000.0,296000.0,32560.0,328560.0
ADHAN,JL. BRAWIJAYA,PASEO-039,PASEO B WIPES GAZETTE 50S B1 G1,2024-01-02,1.0.0,18.0,162162.2,162162.2,162162.2,17837.84,180000.0
ADHAN,JL. BRAWIJAYA,PASEO-039,PASEO B WIPES GAZETTE 50S B1 G1,2024-01-17,1.0.0,18.0,162162.2,162162.2,162162.2,17837.84,180000.0
ADHAN,JL. BRAWIJAYA,PASEO-039,PASEO B WIPES GAZETTE 50S B1 G1,2024-01-29,1.0.0,18.0,162162.2,162162.2,162162.2,17837.84,180000.0
ADHAN,JL. BRAWIJAYA,PASEO-039,PASEO B WIPES GAZETTE 50S B1 G1,2024-02-27,1.0.0,18.0,162162.2,162162.2,162162.2,17837.84,180000.0
ADHAN,JL. BRAWIJAYA,PASEO-039,PASEO B WIPES GAZETTE 50S B1 G1,2024-03-18,1.0.0,18.0,162162.2,162162.2,162162.2,17837.84,180000.0
ADHAN,JL. BRAWIJAYA,PASEO-052,PASEO B WIPES GAZETTE JOJOBA 50S B1 G1,2024-01-02,1.0.0,18.0,162162.2,162162.2,162162.2,17837.84,180000.0
ADHAN,JL. BRAWIJAYA,PASEO-052,PASEO B WIPES GAZETTE JOJOBA 50S B1 G1,2024-01-17,1.0.0,18.0,162162.2,162162.2,162162.2,17837.84,180000.0
ADHAN,JL. BRAWIJAYA,PASEO-052,PASEO B WIPES GAZETTE JOJOBA 50S B1 G1,2024-01-22,1.0.0,18.0,162162.2,162162.2,162162.2,17837.84,180000.0
ADHAN,JL. BRAWIJAYA,PASEO-052,PASEO B WIPES GAZETTE JOJOBA 50S B1 G1,2024-01-29,1.0.0,18.0,162162.2,162162.2,162162.2,17837.84,180000.0
ADHAN,JL. BRAWIJAYA,PASEO-052,PASEO B WIPES GAZETTE JOJOBA 50S B1 G1,2024-02-09,1.0.0,18.0,162162.2,162162.2,162162.2,17837.84,180000.0
ADHAN,JL. BRAWIJAYA,PASEO-052,PASEO B WIPES GAZETTE JOJOBA 50S B1 G1,2024-02-27,0.0.0,0.0,162162.2,0.0,0.0,0.0,0.0
ADHAN,JL. BRAWIJAYA,PASEO-052,PASEO B WIPES GAZETTE JOJOBA 50S B1 G1,2024-03-18,1.0.0,18.0,162162.2,162162.2,162162.2,17837.84,180000.0
ADHAN,JL. BRAWIJAYA,PASEO-054,PASEO AB WET WIPES GAZETTE 50S,2024-01-02,1.0.0,18.0,126000.0,126000.0,126000.0,13860.0,139860.0
ADHAN,JL. BRAWIJAYA,PASEO-054,PASEO AB WET WIPES GAZETTE 50S,2024-03-18,1.0.0,18.0,126000.0,126000.0,126000.0,13860.0,139860.0
ADHAN,JL. BRAWIJAYA,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-01-02,3.0.0,144.0,439418.2,1318254.6,1318254.6,145008.01,1463263.0
ADHAN,JL. BRAWIJAYA,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-01-17,4.0.0,192.0,439418.2,1757672.8,1757672.8,193344.01,1951017.0
ADHAN,JL. BRAWIJAYA,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-01-22,4.0.0,192.0,439418.2,1757672.8,1757672.8,193344.01,1951017.0
ADHAN,JL. BRAWIJAYA,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-01-29,3.0.0,144.0,439418.2,1318254.6,1318254.6,145008.01,1463263.0
ADHAN,JL. BRAWIJAYA,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-02-09,3.0.0,144.0,439418.2,1318254.6,1318254.6,145008.01,1463263.0
ADHAN,JL. BRAWIJAYA,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-02-19,3.0.0,144.0,439418.2,1318254.6,1318254.6,145008.01,1463263.0
ADHAN,JL. BRAWIJAYA,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-02-27,3.0.0,144.0,439418.2,1318254.6,1318254.6,145008.01,1463263.0
ADHAN,JL. BRAWIJAYA,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-03-05,2.0.0,96.0,439418.2,878836.4,878836.4,96672.0,975508.0
ADHAN,JL. BRAWIJAYA,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-03-18,3.0.0,144.0,439418.2,1318254.6,1318254.6,145008.01,1463263.0
ADHAN,JL. BRAWIJAYA,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-03-25,2.0.0,96.0,439418.2,878836.4,878836.4,96672.0,975508.0
ADHAN,JL. BRAWIJAYA,Paseo-053.,PASEO AB WET WIPES GAZETTE 25S B1 G1 1100,2024-01-02,1.0.0,18.0,126000.0,126000.0,126000.0,13860.0,139860.0
ADHAN,JL. BRAWIJAYA,Paseo-053.,PASEO AB WET WIPES GAZETTE 25S B1 G1 1100,2024-01-22,1.0.0,18.0,126000.0,126000.0,126000.0,13860.0,139860.0
ADHAN,JL. BRAWIJAYA,Paseo-053.,PASEO AB WET WIPES GAZETTE 25S B1 G1 1100,2024-02-09,1.0.0,18.0,126000.0,126000.0,126000.0,13860.0,139860.0
ADHAN,JL. BRAWIJAYA,Paseo-053.,PASEO AB WET WIPES GAZETTE 25S B1 G1 1100,2024-02-27,1.0.0,18.0,126000.0,126000.0,126000.0,13860.0,139860.0
ADHAN,JL. BRAWIJAYA,Paseo-053.,PASEO AB WET WIPES GAZETTE 25S B1 G1 1100,2024-03-18,1.0.0,18.0,126000.0,126000.0,126000.0,13860.0,139860.0
ADHAN,JL. BRAWIJAYA,TOPLY-001,TOPLY NL MG WHT 100S PTG 2,2024-01-02,1.0.0,60.0,198000.0,198000.0,198000.0,21780.0,219780.0
AGUS SELLO,JL. NATUNA,NICE-028,Nice Living Facial Kiloan 2000 Helai GT,2024-02-13,5.0.0,100.0,718729.7,3593648.5,3593648.5,395301.34,3988950.0
AGUS SELLO,JL. NATUNA,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-02-13,5.0.0,240.0,439418.2,2197091.0,2197091.0,241680.01,2438771.0
AGUS SELLO,JL. NATUNA,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-02-16,5.0.0,240.0,439418.2,2197091.0,2197091.0,241680.01,2438771.0
ALFA STAR,JL. PARAKOMANDO,NICE-016,NICE FSP 180S GT,2024-02-02,1.0.0,60.0,337090.9,337090.9,337090.9,37080.0,374171.0
ALFA STAR,JL. PARAKOMANDO,NICE-025,NICE FSP 250S GT NEW,2024-01-17,1.0.0,36.0,274909.1,274909.1,274909.1,30240.0,305149.0
ALFA STAR,JL. PARAKOMANDO,NICE-025,NICE FSP 250S GT NEW,2024-03-15,1.0.0,36.0,274909.1,274909.1,274909.1,30240.0,305149.0
ALFA STAR,JL. PARAKOMANDO,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-01-17,1.0.0,48.0,439418.2,439418.2,439418.2,48336.0,487754.0
ALFA STAR,JL. PARAKOMANDO,PASEO-070,PASEO SMRT FSP 540 PLY GT,2024-03-12,1.0.0,48.0,439418.2,439418.2,439418.2,48336.0,487754.0
ALFATIH MART,JL. LAMPU SATU,JOLLY-007,JOLLY FKILO PTG 2 1000G,2024-02-12,1.0.0,20.0,727000.0,727000.0,727000.0,79970.0,806970.0
ALFATIH MART,JL. LAMPU SATU,JOLLY-011,JOLLY FKILO 560G,2024-01-05,1.0.0,30.0,428378.4,428378.4,428378.4,47121.62,475500.0
ALFATIH MART,JL. LAMPU SATU,JOLLY-011,JOLLY FKILO 560G,2024-01-10,1.0.0,30.0,428378.4,428378.4,428378.4,47121.62,475500.0
ALFATIH MART,JL. LAMPU SATU,JOLLY-011,JOLLY FKILO 560G,2024-02-12,2.0.0,60.0,428378.4,856756.8,856756.8,94243.25,951000.0
ALFATIH MART,JL. LAMPU SATU,JOLLY-011,JOLLY FKILO 560G,2024-03-25,1.0.0,30.0,428378.4,428378.4,428378.4,47121.62,475500.0
ALFATIH MART,JL. LAMPU SATU,JOLLY-018,JOLLY FPU 90G 10P MP,2024-02-12,0.0.0,0.0,235017.6,0.0,0.0,0.0,0.0
ALFATIH MART,JL. LAMPU SATU,NICE-002,NICE FSP 200S,2024-01-05,0.20.0,20.0,421200.0,210600.0,210600.0,23166.0,233766.0
ALFATIH MART,JL. LAMPU SATU,NICE-002,NICE FSP 200S,2024-02-12,0.24.0,24.0,421200.0,252720.0,252720.0,27799.2,280519.0
ALFATIH MART,JL. LAMPU SATU,NICE-006,NICE FPU 200S,2024-03-25,0.24.0,24.0,652363.6,156567.26,156567.26,17222.4,173790.0
ALFATIH MART,JL. LAMPU SATU,NICE-011,NICE FKILO 700G,2024-03-25,1.0.0,20.0,534545.5,534545.5,534545.5,58800.01,593346.0
ALFATIH MART,JL. LAMPU SATU,NICE-013,NICE FTP 60S,2024-01-05,0.24.0,24.0,288349.1,72087.28,72087.28,7929.6,80017.0
ALFATIH MART,JL. LAMPU SATU,NICE-016,NICE FSP 180S GT,2024-01-10,0.30.0,30.0,337090.9,168545.45,168545.45,18540.0,187085.0
ALFATIH MART,JL. LAMPU SATU,NICE-016,NICE FSP 180S GT,2024-02-12,0.24.0,24.0,337090.9,134836.36,134836.36,14832.0,149668.0
ALFATIH MART,JL. LAMPU SATU,NICE-025,NICE FSP 250S GT NEW,2024-02-12,0.24.0,24.0,274909.1,183272.73,183272.73,20160.0,203433.0
ALFATIH MART,JL. LAMPU SATU,NICE-025,NICE FSP 250S GT NEW,2024-03-25,0.12.0,12.0,274909.1,91636.37,91636.37,10080.0,101716.0
ALFATIH MART,JL. LAMPU SATU,NICE-028,Nice Living Facial Kiloan 2000 Helai GT,2024-01-05,1.0.0,20.0,718729.7,718729.7,718729.7,79060.27,797790.0
ALFATIH MART,JL. LAMPU SATU,NICE-4375,NICE LIVING FSP 360 HELAI GT,2024-03-25,0.12.0,12.0,337090.9,67418.18,67418.18,7416.0,74834.0
ALFATIH MART,JL. LAMPU SATU,PASEO-006,PASEO ELG FSP 250S,2024-01-10,0.20.0,20.0,609009.0,304504.5,304504.5,33495.5,338000.0
ALFATIH MART,JL. LAMPU SATU,PASEO-006,PASEO ELG FSP 250S,2024-02-12,0.12.0,12.0,609009.0,182702.7,182702.7,20097.3,202800.0
ALFATIH MART,JL. LAMPU SATU,PASEO-006,PASEO ELG FSP 250S,2024-03-25,0.12.0,12.0,609009.0,182702.7,182702.7,20097.3,202800.0
ALFATIH MART,JL. LAMPU SATU,PASEO-009,PASEO CHR FTP 70S,2024-01-05,0.12.0,12.0,200727.3,50181.83,50181.83,5520.0,55702.0
ALFATIH MART,JL. LAMPU SATU,PASEO-010,PASEO ELG FB 120S,2024-01-05,0.12.0,12.0,492000.0,147600.0,147600.0,16236.0,163836.0
ALFATIH MART,JL. LAMPU SATU,PASEO-014,PASEO ELG FB 200S,2024-01-05,0.12.0,12.0,579490.9,217309.09,217309.09,23904.0,241213.0
ALFATIH MART,JL. LAMPU SATU,PASEO-016,PASEO ELG FSP 280S,2024-02-12,0.12.0,12.0,667927.3,200378.19,200378.19,22041.6,222420.0
ALFATIH MART,JL. LAMPU SATU,PASEO-017,PASEO ELG FSP 280S MP,2024-01-05,0.5.0,5.0,658560.0,329280.0,329280.0,36220.8,365501.0
ALFATIH MART,JL. LAMPU SATU,PASEO-028,PASEO ULSO FTP 60S,2024-01-05,0.24.0,24.0,297634.9,148817.45,148817.45,16369.92,165187.0
ALFATIH MART,JL. LAMPU SATU,PASEO-029,PASEO CHR FPU 130S,2024-02-12,0.0.0,0.0,370909.1,0.0,0.0,0.0,0.0
ALFATIH MART,JL. LAMPU SATU,PASEO-031,PASEO SMRT FHSTD PERF 6P 12S,2024-01-05,0.12.0,12.0,166400.0,49920.0,49920.0,5491.2,55411.0
ALFATIH MART,JL. LAMPU SATU,PASEO-036,PASEO SMRT FTP 50S GT,2024-03-25,0.12.0,12.0,148000.0,22200.0,22200.0,2442.0,24642.0
ALFATIH MART,JL. LAMPU SATU,PASEO-037,PASEO PRSO FSP 130S,2024-01-12,1.0.0,40.0,572218.2,572218.2,572218.2,62944.0,635162.0
ALFATIH MART,JL. LAMPU SATU,PASEO-038,PASEO B PRSO FTP 50S,2024-02-12,0.24.0,24.0,301789.1,150894.55,150894.55,16598.4,167493.0
ALFATIH MART,JL. LAMPU SATU,PASEO-038,PASEO B PRSO FTP 50S,2024-03-25,0.12.0,12.0,301789.1,75447.28,75447.28,8299.2,83746.0
ALFATIH MART,JL. LAMPU SATU,PASEO-039,PASEO B WIPES GAZETTE 50S B1 G1,2024-01-05,0.12.0,12.0,162162.2,108108.13,108108.13,11891.89,120000.0
ALFATIH MART,JL. LAMPU SATU,PASEO-039,PASEO B WIPES GAZETTE 50S B1 G1,2024-03-25,0.12.0,12.0,162162.2,108108.13,108108.13,11891.89,120000.0
ALFATIH MART,JL. LAMPU SATU,PASEO-044,PASEO ULSO FSP 100S,2024-03-25,0.20.0,20.0,436189.1,218094.55,218094.55,23990.4,242085.0
